player,team,player_norm,intl_goals,intl_weighted_goals,intl_penalty_goals,intl_major_goals,intl_scoring_matches,intl_last_goal_date,team_intl_matches,intl_goal_rate,intl_goals_per_team_match,assists_total,xa_total,key_passes_total,progressive_passes_total,pass_completion_pct,minutes,xa_per90,key_passes_per90,progressive_passes_per90,playmaker_score,year
Eliesse Ben Seghir,Morocco,eliesse ben seghir,1,0.85,0,0,1,2024-06-07,54,1.0,0.018518518518518517,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
David Møller Wolfe,Norway,david mller wolfe,1,0.85,0,0,1,2025-03-25,37,1.0,0.02702702702702703,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Hussein Ali,Iraq,hussein ali,1,0.85,0,0,1,2024-06-11,51,1.0,0.0196078431372549,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Júnior Alonso,Paraguay,junior alonso,1,0.85,0,0,1,2025-03-25,36,1.0,0.027777777777777776,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Jung Seung-hyun,South Korea,jung seunghyun,1,0.85,0,0,1,2023-11-21,44,1.0,0.022727272727272728,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Barış Alper Yılmaz,Türkiye,bars alper ylmaz,1,0.85,0,0,1,2023-10-12,42,1.0,0.023809523809523808,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Julian Ryerson,Norway,julian ryerson,1,0.85,0,0,1,2025-03-22,37,1.0,0.02702702702702703,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Bashar Resan,Iraq,bashar resan,1,0.85,0,0,1,2023-11-16,51,1.0,0.0196078431372549,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Jovani Welch,Panama,jovani welch,1,0.85,0,0,1,2024-06-09,58,1.0,0.017241379310344827,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Jovane Cabral,Cape Verde,jovane cabral,1,0.85,0,0,1,2025-09-04,43,1.0,0.023255813953488372,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Ben Gannon-Doak,Scotland,ben gannondoak,1,0.85,0,0,1,2025-11-15,40,1.0,0.025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Nico Elvedi,Switzerland,nico elvedi,1,0.85,0,0,1,2025-09-08,42,1.0,0.023809523809523808,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Benjamin Nygren,Sweden,benjamin nygren,1,0.85,0,0,1,2025-11-15,40,1.0,0.025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
John Iredale,Australia,john iredale,1,0.85,0,0,1,2024-03-26,41,1.0,0.024390243902439025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Johan Bakayoko,Belgium,johan bakayoko,1,0.85,0,0,1,2023-06-20,41,1.0,0.024390243902439025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Houssem Aouar,Algeria,houssem aouar,1,0.85,0,0,1,2024-06-10,52,1.0,0.019230769230769232,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
David Raum,Germany,david raum,1,0.85,0,0,1,2025-10-10,43,1.0,0.023255813953488372,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Keanu Baccus,Australia,keanu baccus,1,0.85,0,0,1,2024-03-21,41,1.0,0.024390243902439025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Deniz Gül,Türkiye,deniz gul,1,0.85,0,0,1,2025-11-18,42,1.0,0.023809523809523808,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Emmanuel Agbadou,Ivory Coast,emmanuel agbadou,1,0.85,0,0,1,2025-10-10,47,1.0,0.02127659574468085,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Emil Holm,Sweden,emil holm,1,0.85,0,0,1,2023-09-12,40,1.0,0.025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Livano Comenencia,Curaçao,livano comenencia,1,0.85,0,0,1,2025-10-10,37,1.0,0.02702702702702703,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Carlos Harvey,Panama,carlos harvey,1,0.85,0,0,1,2025-09-08,58,1.0,0.017241379310344827,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Duke Lacroix,Haiti,duke lacroix,1,0.85,0,0,1,2024-06-09,37,1.0,0.02702702702702703,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Cedric Itten,Switzerland,cedric itten,1,0.85,0,0,1,2023-09-12,42,1.0,0.023809523809523808,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Cengiz Ünder,Türkiye,cengiz under,1,0.85,0,0,1,2023-06-16,42,1.0,0.023809523809523808,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Diego Gómez,Paraguay,diego gomez,1,0.85,0,0,1,2024-09-10,36,1.0,0.027777777777777776,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Dayot Upamecano,France,dayot upamecano,1,0.85,0,0,1,2023-03-24,43,1.0,0.023255813953488372,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Bruno Guimarães,Brazil,bruno guimaraes,1,0.85,0,0,1,2025-09-04,40,1.0,0.025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Jonathan Clauss,France,jonathan clauss,1,0.85,0,0,1,2023-11-18,43,1.0,0.023255813953488372,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Luka Sučić,Croatia,luka sucic,1,0.85,0,0,1,2025-10-12,40,1.0,0.025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Micky van de Ven,Netherlands,micky van de ven,1,0.85,0,0,1,2025-06-10,43,1.0,0.023255813953488372,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Mohammad Mehdi Mohebi,Iran,mohammad mehdi mohebi,1,0.85,0,0,1,2025-06-10,42,1.0,0.023809523809523808,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Axel Tuanzebe,Congo DR,axel tuanzebe,1,0.85,0,0,1,2026-03-31,48,1.0,0.020833333333333332,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Kieran Tierney,Scotland,kieran tierney,1,0.85,0,0,1,2025-11-18,40,1.0,0.025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Kim Jin-gyu,South Korea,kim jingyu,1,0.85,0,0,1,2025-06-05,44,1.0,0.022727272727272728,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Ko Itakura,Japan,ko itakura,1,0.85,0,0,1,2024-11-19,41,1.0,0.024390243902439025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Aziz Behich,Australia,aziz behich,1,0.85,0,0,1,2025-06-05,41,1.0,0.024390243902439025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Nadiem Amiri,Germany,nadiem amiri,1,0.85,0,0,1,2025-09-07,43,1.0,0.023255813953488372,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Nayef Aguerd,Morocco,nayef aguerd,1,0.85,0,0,1,2025-03-25,54,1.0,0.018518518518518517,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Myles Lewis-Skelly,England,myles lewisskelly,1,0.85,0,0,1,2025-03-21,44,1.0,0.022727272727272728,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Amine Gouiri,Algeria,amine gouiri,1,0.85,0,0,1,2025-03-21,52,1.0,0.019230769230769232,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Lewis Ferguson,Scotland,lewis ferguson,1,0.85,0,0,1,2025-10-09,40,1.0,0.025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Mohammad Abu Zrayq,Jordan,mohammad abu zrayq,1,0.85,0,0,1,2024-03-26,54,1.0,0.018518518518518517,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Kevin Felida,Curaçao,kevin felida,1,0.85,0,0,1,2025-06-10,37,1.0,0.02702702702702703,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Amar Rahmanović,Bosnia and Herzegovina,amar rahmanovic,1,0.85,0,0,1,2023-10-13,36,1.0,0.027777777777777776,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Armin Gigović,Bosnia and Herzegovina,armin gigovic,1,0.85,0,0,1,2025-03-21,36,1.0,0.027777777777777776,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Nestory Irankunda,Australia,nestory irankunda,1,0.85,1,0,1,2024-06-11,41,1.0,0.024390243902439025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Leandro Bacuna,Curaçao,leandro bacuna,1,0.85,1,0,1,2025-11-13,37,1.0,0.02702702702702703,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Arthur Theate,Belgium,arthur theate,1,0.85,0,0,1,2025-09-04,41,1.0,0.024390243902439025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Assan Ouédraogo,Germany,assan ouedraogo,1,0.85,0,0,1,2025-11-17,43,1.0,0.023255813953488372,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Aurélien Tchouaméni,France,aurelien tchouameni,1,0.85,0,0,1,2023-09-07,43,1.0,0.023255813953488372,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Amar Dedić,Bosnia and Herzegovina,amar dedic,1,0.85,0,0,1,2023-03-23,36,1.0,0.027777777777777776,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Kyle Walker,England,kyle walker,1,0.85,0,0,1,2023-09-09,44,1.0,0.022727272727272728,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Khojiakbar Alijonov,Uzbekistan,khojiakbar alijonov,1,0.85,0,0,1,2025-03-20,45,1.0,0.022222222222222223,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Kye Rowles,Australia,kye rowles,1,0.85,0,0,1,2024-03-21,41,1.0,0.024390243902439025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Mohau Nkota,South Africa,mohau nkota,1,0.85,0,0,1,2025-09-05,52,1.0,0.019230769230769232,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Abdallah Nasib,Jordan,abdallah nasib,1,0.85,0,0,1,2025-03-20,54,1.0,0.018518518518518517,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Mondy Prunier,Haiti,mondy prunier,1,0.85,0,0,1,2025-06-07,37,1.0,0.02702702702702703,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Kristoffer Ajer,Norway,kristoffer ajer,1,0.85,0,0,1,2025-03-25,37,1.0,0.02702702702702703,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Mats Wieffer,Netherlands,mats wieffer,1,0.85,0,0,1,2023-11-21,43,1.0,0.023255813953488372,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Mateus Uribe,Colombia,mateus uribe,1,0.85,0,0,1,2023-10-12,45,1.0,0.022222222222222223,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Andrés Gómez,Colombia,andres gomez,1,0.85,0,0,1,2024-11-15,45,1.0,0.022222222222222223,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Mohamed Elyounoussi,Norway,mohamed elyounoussi,1,0.85,0,0,1,2023-11-19,37,1.0,0.02702702702702703,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Lovro Majer,Croatia,lovro majer,1,0.85,0,0,1,2023-11-18,40,1.0,0.025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Amirhossein Hosseinzadeh,Iran,amirhossein hosseinzadeh,1,0.85,0,0,1,2025-06-10,42,1.0,0.023809523809523808,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Mitch Duke,Australia,mitch duke,1,0.85,0,0,1,2025-06-10,41,1.0,0.024390243902439025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Miroslav Stevanović,Bosnia and Herzegovina,miroslav stevanovic,1,0.85,0,0,1,2023-10-13,36,1.0,0.027777777777777776,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Ar'jany Martha,Curaçao,arjany martha,1,0.85,0,0,1,2025-11-13,37,1.0,0.02702702702702703,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Luis Sinisterra,Colombia,luis sinisterra,1,0.85,0,0,1,2024-10-15,45,1.0,0.022222222222222223,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Ao Tanaka,Japan,ao tanaka,1,0.85,0,0,1,2024-03-21,41,1.0,0.024390243902439025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Andreas Pereira,Brazil,andreas pereira,1,0.85,0,0,1,2024-10-15,40,1.0,0.025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Miguel Almirón,Paraguay,miguel almiron,1,0.85,0,0,1,2024-11-19,36,1.0,0.027777777777777776,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Maghnes Akliouche,France,maghnes akliouche,1,0.85,0,0,1,2025-11-16,43,1.0,0.023255813953488372,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Malick Fofana,Belgium,malick fofana,1,0.85,0,0,1,2025-09-04,41,1.0,0.024390243902439025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Mohamed Hamdy,Egypt,mohamed hamdy,1,0.85,0,0,1,2025-10-12,50,1.0,0.02,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Martin Erlić,Croatia,martin erlic,1,0.85,0,0,1,2025-10-12,40,1.0,0.025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Manuel Ugarte,Uruguay,manuel ugarte,1,0.85,0,0,1,2024-11-15,42,1.0,0.023809523809523808,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Michael Boxall,New Zealand,michael boxall,1,0.85,0,0,1,2025-03-24,36,1.0,0.027777777777777776,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Marc Cucurella,Spain,marc cucurella,1,0.85,0,0,1,2025-09-04,44,1.0,0.022727272727272728,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Marc Guéhi,England,marc guehi,1,0.85,0,0,1,2025-09-09,44,1.0,0.022727272727272728,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Antoine Semenyo,Ghana,antoine semenyo,1,0.85,0,0,1,2025-03-21,39,1.0,0.02564102564102564,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Kerim Alajbegović,Bosnia and Herzegovina,kerim alajbegovic,1,0.85,0,0,1,2025-09-06,36,1.0,0.027777777777777776,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Antoine Griezmann,France,antoine griezmann,1,0.85,0,0,1,2023-03-24,43,1.0,0.023255813953488372,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Ángel Mena,Ecuador,angel mena,1,0.85,0,0,1,2023-11-21,42,1.0,0.023809523809523808,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Marko Stamenić,New Zealand,marko stamenic,1,0.85,0,0,1,2024-11-18,36,1.0,0.027777777777777776,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Marquinhos,Brazil,marquinhos,1,0.85,0,0,1,2023-09-12,40,1.0,0.025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Marten de Roon,Netherlands,marten de roon,1,0.85,0,0,1,2023-09-07,43,1.0,0.023255813953488372,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Matthew Garbett,New Zealand,matthew garbett,1,0.85,0,0,1,2024-11-15,36,1.0,0.027777777777777776,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Junya Itō,Japan,junya ito,1,0.85,0,0,1,2024-09-05,41,1.0,0.024390243902439025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Toni Fruk,Croatia,toni fruk,1,0.85,0,0,1,2025-10-12,40,1.0,0.025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Kalidou Koulibaly,Senegal,kalidou koulibaly,1,0.85,0,0,1,2025-09-05,48,1.0,0.020833333333333332,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Yerson Mosquera,Colombia,yerson mosquera,1,0.85,0,0,1,2024-09-10,45,1.0,0.022222222222222223,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Tim Payne,New Zealand,tim payne,1,0.85,0,0,1,2025-03-21,36,1.0,0.027777777777777776,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Aïssa Mandi,Algeria,aissa mandi,1,0.85,0,0,1,2025-03-25,52,1.0,0.019230769230769232,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Seifeddine Jaziri,Tunisia,seifeddine jaziri,1,0.85,0,0,1,2025-03-24,49,1.0,0.02040816326530612,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Tomáš Čvančara,Czechia,tomas cvancara,1,0.85,0,0,1,2023-03-24,40,1.0,0.025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Shūto Machino,Japan,shuto machino,1,0.85,0,0,1,2025-06-10,41,1.0,0.024390243902439025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Sidny Lopes Cabral,Cape Verde,sidny lopes cabral,1,0.85,0,0,1,2025-10-08,43,1.0,0.023255813953488372,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Sontje Hansen,Curaçao,sontje hansen,1,0.85,0,0,1,2025-11-13,37,1.0,0.02702702702702703,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Soufiane Rahimi,Morocco,soufiane rahimi,1,0.85,0,0,1,2024-06-11,54,1.0,0.018518518518518517,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Yassine Meriah,Tunisia,yassine meriah,1,0.85,0,0,1,2023-11-17,49,1.0,0.02040816326530612,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Stopira,Cape Verde,stopira,1,0.85,0,0,1,2025-10-13,43,1.0,0.023255813953488372,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Stuart Armstrong,Scotland,stuart armstrong,1,0.85,0,0,1,2023-11-19,40,1.0,0.025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Salih Özcan,Türkiye,salih ozcan,1,0.85,0,0,1,2025-11-18,42,1.0,0.023809523809523808,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Yerry Mina,Colombia,yerry mina,1,0.85,0,0,1,2025-09-09,45,1.0,0.022222222222222223,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Ahmed Al Ganehi,Qatar,ahmed al ganehi,1,0.85,0,0,1,2025-03-20,53,1.0,0.018867924528301886,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Telmo Arcanjo,Cape Verde,telmo arcanjo,1,0.85,0,0,1,2025-10-08,43,1.0,0.023255813953488372,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Thalente Mbatha,South Africa,thalente mbatha,1,0.85,0,0,1,2025-10-14,52,1.0,0.019230769230769232,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Ryan Porteous,Scotland,ryan porteous,1,0.85,0,0,1,2023-09-08,40,1.0,0.025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Rustam Ashurmatov,Uzbekistan,rustam ashurmatov,1,0.85,0,0,1,2024-03-21,45,1.0,0.022222222222222223,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Warren Zaïre-Emery,France,warren zaireemery,1,0.85,0,0,1,2023-11-18,43,1.0,0.023255813953488372,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Yuki Soma,Japan,yuki soma,1,0.85,1,0,1,2024-06-11,41,1.0,0.024390243902439025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Park Jin-seob,South Korea,park jinseob,1,0.85,0,0,1,2024-03-26,44,1.0,0.022727272727272728,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Paulo Dybala,Argentina,paulo dybala,1,0.85,0,0,1,2024-09-05,42,1.0,0.023809523809523808,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Samed Baždar,Bosnia and Herzegovina,samed bazdar,1,0.85,0,0,1,2025-09-06,36,1.0,0.027777777777777776,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Saleh Hardani,Iran,saleh hardani,1,0.85,0,0,1,2024-11-19,42,1.0,0.023809523809523808,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Pedro Miguel,Qatar,pedro miguel,1,0.85,0,0,1,2025-10-14,53,1.0,0.018867924528301886,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Kalvin Phillips,England,kalvin phillips,1,0.85,0,0,1,2023-06-19,44,1.0,0.022727272727272728,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Zaid Tahseen,Iraq,zaid tahseen,1,0.85,0,0,1,2024-03-26,51,1.0,0.0196078431372549,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Omid Noorafkan,Iran,omid noorafkan,1,0.85,0,0,1,2024-03-21,42,1.0,0.023809523809523808,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Nicolás Tagliafico,Argentina,nicolas tagliafico,1,0.85,0,0,1,2023-09-12,42,1.0,0.023809523809523808,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Zeki Çelik,Türkiye,zeki celik,1,0.85,0,0,1,2025-10-11,42,1.0,0.023809523809523808,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Nihad Mujakić,Bosnia and Herzegovina,nihad mujakic,1,0.85,0,0,1,2025-09-06,36,1.0,0.027777777777777776,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Yannick Carrasco,Belgium,yannick carrasco,1,0.85,0,0,1,2023-09-09,41,1.0,0.024390243902439025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Xander Severina,Curaçao,xander severina,1,0.85,0,0,1,2024-06-08,37,1.0,0.02702702702702703,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Nikola Katić,Bosnia and Herzegovina,nikola katic,1,0.85,0,0,1,2025-10-09,36,1.0,0.027777777777777776,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Ola Solbakken,Norway,ola solbakken,1,0.85,0,0,1,2023-06-20,37,1.0,0.02702702702702703,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Yusuf Yazıcı,Türkiye,yusuf yazc,1,0.85,1,0,1,2023-11-21,42,1.0,0.023809523809523808,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Noni Madueke,England,noni madueke,1,0.85,0,0,1,2025-09-09,44,1.0,0.022727272727272728,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Abdul Fatawu,Ghana,abdul fatawu,1,0.85,0,0,1,2024-06-10,39,1.0,0.02564102564102564,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Agustín Canobbio,Uruguay,agustin canobbio,1,0.85,0,0,1,2023-09-12,42,1.0,0.023809523809523808,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Ridle Baku,Germany,ridle baku,1,0.85,0,0,1,2025-11-17,43,1.0,0.023255813953488372,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Otávio,Portugal,otavio,1,0.85,0,0,1,2023-03-26,43,1.0,0.023255813953488372,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Nicolas Raskin,Belgium,nicolas raskin,1,0.85,0,0,1,2025-09-07,41,1.0,0.024390243902439025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Akam Hashim,Iraq,akam hashim,1,0.85,0,0,1,2025-03-20,51,1.0,0.0196078431372549,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Saed Al-Rosan,Jordan,saed alrosan,1,0.85,0,0,1,2024-03-26,54,1.0,0.018518518518518517,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Said Benrahma,Algeria,said benrahma,1,0.85,0,0,1,2024-06-10,52,1.0,0.019230769230769232,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Sajjad Jassim,Iraq,sajjad jassim,1,0.85,0,0,1,2025-06-10,51,1.0,0.0196078431372549,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Saleh Abu Al-Shamat,Saudi Arabia,saleh abu alshamat,1,0.85,0,0,1,2025-10-08,60,1.0,0.016666666666666666,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Ajdin Hrustic,Australia,ajdin hrustic,1,0.85,0,0,1,2024-06-06,41,1.0,0.024390243902439025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Vladimír Coufal,Czechia,vladimir coufal,1,0.85,0,0,1,2025-11-17,40,1.0,0.025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Nikolaus Wurmbrand,Austria,nikolaus wurmbrand,1,0.85,0,0,1,2025-10-09,40,1.0,0.025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Petar Musa,Croatia,petar musa,1,0.85,0,0,1,2025-11-14,40,1.0,0.025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Brandon Mechele,Belgium,brandon mechele,1,0.85,0,0,1,2025-11-18,41,1.0,0.024390243902439025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Jearl Margaritha,Curaçao,jearl margaritha,1,0.85,0,0,1,2025-06-10,37,1.0,0.02702702702702703,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Jean-Kévin Duverne,Haiti,jeankevin duverne,1,0.85,0,0,1,2024-06-06,37,1.0,0.02702702702702703,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Jayden Adams,South Africa,jayden adams,1,0.85,0,0,1,2025-03-25,52,1.0,0.019230769230769232,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Jaouen Hadjam,Algeria,jaouen hadjam,1,0.85,0,0,1,2025-03-25,52,1.0,0.019230769230769232,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Quilindschy Hartman,Netherlands,quilindschy hartman,1,0.85,0,0,1,2023-10-13,43,1.0,0.023255813953488372,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Jan Kuchta,Czechia,jan kuchta,1,0.85,0,0,1,2023-03-24,40,1.0,0.025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
Jan Kliment,Czechia,jan kliment,1,0.85,0,0,1,2025-03-25,40,1.0,0.025,,,,,78.0,,0.1275,0.31875,0.255,0.12695824235807862,2026
