player,team,player_norm,intl_goals,intl_weighted_goals,intl_penalty_goals,intl_major_goals,intl_scoring_matches,intl_last_goal_date,team_intl_matches,intl_goal_rate,intl_goals_per_team_match,goals_total,xg_total,shots_total,shots_on_target_pct,league_difficulty,minutes,goals_per90,xg_per90,npxg_per90,shots_per90,has_club_stats,player_club_name,group,p_qualify,team_win_prob,progression_factor,expected_tournament_matches,group_difficulty,last5_win_rate,adj_xg_per90,adj_goals_per90,adj_shots_per90,player_skill,boot_score,predicted_goals,year,tournament_goals
Gustav Lundgren,Sweden,gustav lundgren,1,0.85,0,0,1,2025-11-18,40,1.0,0.025,,,,0.33,0.5,,0.018750000000000003,0.02125,0.02125,0.06999999999999999,False,,F,0.493,0.0,0.25512067379487485,3.60168,1.0799647633114537,0.1,0.02125,0.018750000000000003,0.06999999999999999,0.023023054967612314,0.0058736572961536945,0.13,2026,
Benjamin Nygren,Sweden,benjamin nygren,1,0.85,0,0,1,2025-11-15,40,1.0,0.025,,,,0.33,0.5,,0.018750000000000003,0.02125,0.02125,0.06999999999999999,False,,F,0.493,0.0,0.25512067379487485,3.60168,1.0799647633114537,0.1,0.02125,0.018750000000000003,0.06999999999999999,0.023023054967612314,0.0058736572961536945,0.13,2026,
Marwan Attia,Egypt,marwan attia,1,0.5,0,0,1,2026-01-05,50,1.0,0.02,,,,0.33,0.5,,0.015,0.017,0.017,0.055999999999999994,False,,G,0.7824,0.0002,0.41385450222653947,4.01242,0.989394317607225,0.2,0.017,0.015,0.055999999999999994,0.014166882243455182,0.005863027998967145,0.12,2026,
Yasser Ibrahim,Egypt,yasser ibrahim,1,0.5,0,0,1,2026-01-05,50,1.0,0.02,,,,0.33,0.5,,0.015,0.017,0.017,0.055999999999999994,False,,G,0.7824,0.0002,0.41385450222653947,4.01242,0.989394317607225,0.2,0.017,0.015,0.055999999999999994,0.014166882243455182,0.005863027998967145,0.12,2026,
Ramy Rabia,Egypt,ramy rabia,1,0.5,0,0,1,2026-01-10,50,1.0,0.02,,,,0.33,0.5,,0.015,0.017,0.017,0.055999999999999994,False,,G,0.7824,0.0002,0.41385450222653947,4.01242,0.989394317607225,0.2,0.017,0.015,0.055999999999999994,0.014166882243455182,0.005863027998967145,0.12,2026,
Jens Petter Hauge,Norway,jens petter hauge,1,0.6,0,0,1,2024-11-14,37,1.0,0.02702702702702703,,,,0.33,0.5,,0.02027027027027027,0.022972972972972974,0.022972972972972974,0.07567567567567568,False,,I,0.4703,0.0003,0.26417513167244566,3.57335,1.0703569104855832,0.3,0.022972972972972974,0.02027027027027027,0.07567567567567568,0.020962454141498412,0.005537759083007947,0.14,2026,
Husniddin Aliqulov,Uzbekistan,husniddin aliqulov,2,1.7,0,0,2,2024-09-10,45,1.0,0.044444444444444446,,,,0.33,0.5,,0.03333333333333333,0.03777777777777778,0.03777777777777778,0.12444444444444444,False,,K,0.2143,0.0,0.1068322394122215,3.26508,1.1289797746441539,0.0,0.03777777777777778,0.03333333333333333,0.12444444444444444,0.050093686990128145,0.005351620761570255,0.22,2026,
Khojimat Erkinov,Uzbekistan,khojimat erkinov,2,1.7,0,0,2,2025-03-25,45,1.0,0.044444444444444446,,,,0.33,0.5,,0.03333333333333333,0.03777777777777778,0.03777777777777778,0.12444444444444444,False,,K,0.2143,0.0,0.1068322394122215,3.26508,1.1289797746441539,0.0,0.03777777777777778,0.03333333333333333,0.12444444444444444,0.050093686990128145,0.005351620761570255,0.22,2026,
Fiston Mayele,Congo DR,fiston mayele,2,1.7,0,0,2,2025-03-25,48,1.0,0.041666666666666664,,,,0.33,0.5,,0.03125,0.035416666666666666,0.035416666666666666,0.11666666666666665,False,,K,0.197,0.0,0.10832890110108917,3.2452,1.113408797524015,0.1,0.035416666666666666,0.03125,0.11666666666666665,0.04797741047670752,0.005197340154617609,0.2,2026,
Jaouen Hadjam,Algeria,jaouen hadjam,1,0.85,0,0,1,2025-03-25,52,1.0,0.019230769230769232,,,,0.33,0.5,,0.014423076923076924,0.016346153846153847,0.016346153846153847,0.05384615384615385,False,,J,0.4687,0.0002,0.27439166567754797,3.58574,1.0316819750948953,0.4,0.016346153846153847,0.014423076923076924,0.05384615384615385,0.0186277114397387,0.005111288769710617,0.1,2026,
Islam Slimani,Algeria,islam slimani,1,0.85,0,0,1,2023-11-16,52,1.0,0.019230769230769232,,,,0.33,0.5,,0.014423076923076924,0.016346153846153847,0.016346153846153847,0.05384615384615385,False,,J,0.4687,0.0002,0.27439166567754797,3.58574,1.0316819750948953,0.4,0.016346153846153847,0.014423076923076924,0.05384615384615385,0.0186277114397387,0.005111288769710617,0.1,2026,
Aïssa Mandi,Algeria,aissa mandi,1,0.85,0,0,1,2025-03-25,52,1.0,0.019230769230769232,,,,0.33,0.5,,0.014423076923076924,0.016346153846153847,0.016346153846153847,0.05384615384615385,False,,J,0.4687,0.0002,0.27439166567754797,3.58574,1.0316819750948953,0.4,0.016346153846153847,0.014423076923076924,0.05384615384615385,0.0186277114397387,0.005111288769710617,0.1,2026,
Ramiz Zerrouki,Algeria,ramiz zerrouki,1,0.85,0,0,1,2023-11-19,52,1.0,0.019230769230769232,,,,0.33,0.5,,0.014423076923076924,0.016346153846153847,0.016346153846153847,0.05384615384615385,False,,J,0.4687,0.0002,0.27439166567754797,3.58574,1.0316819750948953,0.4,0.016346153846153847,0.014423076923076924,0.05384615384615385,0.0186277114397387,0.005111288769710617,0.1,2026,
Said Benrahma,Algeria,said benrahma,1,0.85,0,0,1,2024-06-10,52,1.0,0.019230769230769232,,,,0.33,0.5,,0.014423076923076924,0.016346153846153847,0.016346153846153847,0.05384615384615385,False,,J,0.4687,0.0002,0.27439166567754797,3.58574,1.0316819750948953,0.4,0.016346153846153847,0.014423076923076924,0.05384615384615385,0.0186277114397387,0.005111288769710617,0.1,2026,
Amine Gouiri,Algeria,amine gouiri,1,0.85,0,0,1,2025-03-21,52,1.0,0.019230769230769232,,,,0.33,0.5,,0.014423076923076924,0.016346153846153847,0.016346153846153847,0.05384615384615385,False,,J,0.4687,0.0002,0.27439166567754797,3.58574,1.0316819750948953,0.4,0.016346153846153847,0.014423076923076924,0.05384615384615385,0.0186277114397387,0.005111288769710617,0.1,2026,
Ruben Providence,Haiti,ruben providence,2,1.7,0,0,2,2025-11-18,37,1.0,0.05405405405405406,,,,0.33,0.5,,0.04054054054054054,0.04594594594594595,0.04594594594594595,0.15135135135135136,False,,C,0.1339,0.0,0.0864337829281405,3.16164,1.295156342639136,0.2,0.04594594594594595,0.04054054054054054,0.15135135135135136,0.057414859793313025,0.004962583528224839,0.25,2026,
Louicius Don Deedson,Haiti,louicius don deedson,2,1.7,0,0,2,2025-06-10,37,1.0,0.05405405405405406,,,,0.33,0.5,,0.04054054054054054,0.04594594594594595,0.04594594594594595,0.15135135135135136,False,,C,0.1339,0.0,0.0864337829281405,3.16164,1.295156342639136,0.2,0.04594594594594595,0.04054054054054054,0.15135135135135136,0.057414859793313025,0.004962583528224839,0.25,2026,
Yassine Meriah,Tunisia,yassine meriah,1,0.85,0,0,1,2023-11-17,49,1.0,0.02040816326530612,,,,0.33,0.5,,0.015306122448979591,0.017346938775510204,0.017346938775510204,0.057142857142857134,False,,F,0.5113,0.0,0.2539475531131155,3.6206,1.111917872858262,0.0,0.017346938775510204,0.015306122448979591,0.057142857142857134,0.019524720322978213,0.004958254951238235,0.11,2026,
Seifeddine Jaziri,Tunisia,seifeddine jaziri,1,0.85,0,0,1,2025-03-24,49,1.0,0.02040816326530612,,,,0.33,0.5,,0.015306122448979591,0.017346938775510204,0.017346938775510204,0.057142857142857134,False,,F,0.5113,0.0,0.2539475531131155,3.6206,1.111917872858262,0.0,0.017346938775510204,0.015306122448979591,0.057142857142857134,0.019524720322978213,0.004958254951238235,0.11,2026,
Hannibal Mejbri,Tunisia,hannibal mejbri,1,0.85,0,0,1,2025-10-13,49,1.0,0.02040816326530612,,,,0.33,0.5,,0.015306122448979591,0.017346938775510204,0.017346938775510204,0.057142857142857134,False,,F,0.5113,0.0,0.2539475531131155,3.6206,1.111917872858262,0.0,0.017346938775510204,0.015306122448979591,0.057142857142857134,0.019524720322978213,0.004958254951238235,0.11,2026,
Firas Ben Larbi,Tunisia,firas ben larbi,1,0.85,0,0,1,2023-11-17,49,1.0,0.02040816326530612,,,,0.33,0.5,,0.015306122448979591,0.017346938775510204,0.017346938775510204,0.057142857142857134,False,,F,0.5113,0.0,0.2539475531131155,3.6206,1.111917872858262,0.0,0.017346938775510204,0.015306122448979591,0.057142857142857134,0.019524720322978213,0.004958254951238235,0.11,2026,
Ken Sema,Sweden,ken sema,1,0.6,0,0,1,2024-10-11,40,1.0,0.025,,,,0.33,0.5,,0.018750000000000003,0.02125,0.02125,0.06999999999999999,False,,F,0.493,0.0,0.25512067379487485,3.60168,1.0799647633114537,0.1,0.02125,0.018750000000000003,0.06999999999999999,0.0194181442533266,0.00495397004575476,0.13,2026,
Jeremy Antonisse,Curaçao,jeremy antonisse,2,1.85,0,1,2,2025-06-21,37,1.0,0.05405405405405406,,,,0.33,0.5,,0.04054054054054054,0.04594594594594595,0.04594594594594595,0.15135135135135136,False,,E,0.1062,0.0,0.07268090396830139,3.12808,1.2550903506671713,0.2,0.04594594594594595,0.04054054054054054,0.15135135135135136,0.06807780622188446,0.004947956496385415,0.25,2026,
Osama Rashid,Iraq,osama rashid,2,1.85,0,1,2,2024-01-15,51,1.0,0.0392156862745098,,,,0.33,0.5,,0.029411764705882353,0.03333333333333333,0.03333333333333333,0.10980392156862744,False,,I,0.1548,0.0,0.08683587519662306,3.18728,1.1782434936526813,0.1,0.03333333333333333,0.029411764705882353,0.10980392156862744,0.05677305409931958,0.004929937840299644,0.19,2026,
Kerim Alajbegović,Bosnia and Herzegovina,kerim alajbegovic,1,0.85,0,0,1,2025-09-06,36,1.0,0.027777777777777776,,,,0.33,0.5,,0.020833333333333332,0.02361111111111111,0.02361111111111111,0.07777777777777777,False,,B,0.3493,0.0,0.1941488473408598,3.43228,1.1197094428665486,0.2,0.02361111111111111,0.020833333333333332,0.07777777777777777,0.025139331481032944,0.004880772229962336,0.14,2026,
Nikola Katić,Bosnia and Herzegovina,nikola katic,1,0.85,0,0,1,2025-10-09,36,1.0,0.027777777777777776,,,,0.33,0.5,,0.020833333333333332,0.02361111111111111,0.02361111111111111,0.07777777777777777,False,,B,0.3493,0.0,0.1941488473408598,3.43228,1.1197094428665486,0.2,0.02361111111111111,0.020833333333333332,0.07777777777777777,0.025139331481032944,0.004880772229962336,0.14,2026,
Nihad Mujakić,Bosnia and Herzegovina,nihad mujakic,1,0.85,0,0,1,2025-09-06,36,1.0,0.027777777777777776,,,,0.33,0.5,,0.020833333333333332,0.02361111111111111,0.02361111111111111,0.07777777777777777,False,,B,0.3493,0.0,0.1941488473408598,3.43228,1.1197094428665486,0.2,0.02361111111111111,0.020833333333333332,0.07777777777777777,0.025139331481032944,0.004880772229962336,0.14,2026,
Samed Baždar,Bosnia and Herzegovina,samed bazdar,1,0.85,0,0,1,2025-09-06,36,1.0,0.027777777777777776,,,,0.33,0.5,,0.020833333333333332,0.02361111111111111,0.02361111111111111,0.07777777777777777,False,,B,0.3493,0.0,0.1941488473408598,3.43228,1.1197094428665486,0.2,0.02361111111111111,0.020833333333333332,0.07777777777777777,0.025139331481032944,0.004880772229962336,0.14,2026,
Renato Gojković,Bosnia and Herzegovina,renato gojkovic,1,0.85,0,0,1,2023-11-16,36,1.0,0.027777777777777776,,,,0.33,0.5,,0.020833333333333332,0.02361111111111111,0.02361111111111111,0.07777777777777777,False,,B,0.3493,0.0,0.1941488473408598,3.43228,1.1197094428665486,0.2,0.02361111111111111,0.020833333333333332,0.07777777777777777,0.025139331481032944,0.004880772229962336,0.14,2026,
Amar Rahmanović,Bosnia and Herzegovina,amar rahmanovic,1,0.85,0,0,1,2023-10-13,36,1.0,0.027777777777777776,,,,0.33,0.5,,0.020833333333333332,0.02361111111111111,0.02361111111111111,0.07777777777777777,False,,B,0.3493,0.0,0.1941488473408598,3.43228,1.1197094428665486,0.2,0.02361111111111111,0.020833333333333332,0.07777777777777777,0.025139331481032944,0.004880772229962336,0.14,2026,
Miroslav Stevanović,Bosnia and Herzegovina,miroslav stevanovic,1,0.85,0,0,1,2023-10-13,36,1.0,0.027777777777777776,,,,0.33,0.5,,0.020833333333333332,0.02361111111111111,0.02361111111111111,0.07777777777777777,False,,B,0.3493,0.0,0.1941488473408598,3.43228,1.1197094428665486,0.2,0.02361111111111111,0.020833333333333332,0.07777777777777777,0.025139331481032944,0.004880772229962336,0.14,2026,
Benjamin Tahirović,Bosnia and Herzegovina,benjamin tahirovic,1,0.85,0,0,1,2025-09-06,36,1.0,0.027777777777777776,,,,0.33,0.5,,0.020833333333333332,0.02361111111111111,0.02361111111111111,0.07777777777777777,False,,B,0.3493,0.0,0.1941488473408598,3.43228,1.1197094428665486,0.2,0.02361111111111111,0.020833333333333332,0.07777777777777777,0.025139331481032944,0.004880772229962336,0.14,2026,
Amar Dedić,Bosnia and Herzegovina,amar dedic,1,0.85,0,0,1,2023-03-23,36,1.0,0.027777777777777776,,,,0.33,0.5,,0.020833333333333332,0.02361111111111111,0.02361111111111111,0.07777777777777777,False,,B,0.3493,0.0,0.1941488473408598,3.43228,1.1197094428665486,0.2,0.02361111111111111,0.020833333333333332,0.07777777777777777,0.025139331481032944,0.004880772229962336,0.14,2026,
Esmir Bajraktarević,Bosnia and Herzegovina,esmir bajraktarevic,1,0.85,0,0,1,2025-11-15,36,1.0,0.027777777777777776,,,,0.33,0.5,,0.020833333333333332,0.02361111111111111,0.02361111111111111,0.07777777777777777,False,,B,0.3493,0.0,0.1941488473408598,3.43228,1.1197094428665486,0.2,0.02361111111111111,0.020833333333333332,0.07777777777777777,0.025139331481032944,0.004880772229962336,0.14,2026,
Armin Gigović,Bosnia and Herzegovina,armin gigovic,1,0.85,0,0,1,2025-03-21,36,1.0,0.027777777777777776,,,,0.33,0.5,,0.020833333333333332,0.02361111111111111,0.02361111111111111,0.07777777777777777,False,,B,0.3493,0.0,0.1941488473408598,3.43228,1.1197094428665486,0.2,0.02361111111111111,0.020833333333333332,0.07777777777777777,0.025139331481032944,0.004880772229962336,0.14,2026,
Nathanaël Mbuku,Congo DR,nathanael mbuku,2,1.35,0,0,2,2025-12-30,48,1.0,0.041666666666666664,,,,0.33,0.5,,0.03125,0.035416666666666666,0.035416666666666666,0.11666666666666665,False,,K,0.197,0.0,0.10832890110108917,3.2452,1.113408797524015,0.1,0.035416666666666666,0.03125,0.11666666666666665,0.04293053547670752,0.004650617731873049,0.2,2026,
Chancel Mbemba,Congo DR,chancel mbemba,2,1.35,0,0,2,2025-11-13,48,1.0,0.041666666666666664,,,,0.33,0.5,,0.03125,0.035416666666666666,0.035416666666666666,0.11666666666666665,False,,K,0.197,0.0,0.10832890110108917,3.2452,1.113408797524015,0.1,0.035416666666666666,0.03125,0.11666666666666665,0.04293053547670752,0.004650617731873049,0.2,2026,
Jordi Paulina,Curaçao,jordi paulina,2,1.7,1,0,1,2025-11-13,37,2.0,0.05405405405405406,,,,0.33,0.5,,0.04054054054054054,0.04594594594594595,0.04594594594594595,0.15135135135135136,False,,E,0.1062,0.0,0.07268090396830139,3.12808,1.2550903506671713,0.2,0.04594594594594595,0.04054054054054054,0.15135135135135136,0.057414859793313025,0.004172963910991273,0.25,2026,
Tahith Chong,Curaçao,tahith chong,2,1.7,0,0,1,2025-09-09,37,2.0,0.05405405405405406,,,,0.33,0.5,,0.04054054054054054,0.04594594594594595,0.04594594594594595,0.15135135135135136,False,,E,0.1062,0.0,0.07268090396830139,3.12808,1.2550903506671713,0.2,0.04594594594594595,0.04054054054054054,0.15135135135135136,0.057414859793313025,0.004172963910991273,0.25,2026,
Gaël Kakuta,Congo DR,gael kakuta,2,1.0,1,0,1,2025-12-30,48,2.0,0.041666666666666664,,,,0.33,0.5,,0.03125,0.035416666666666666,0.035416666666666666,0.11666666666666665,False,,K,0.197,0.0,0.10832890110108917,3.2452,1.113408797524015,0.1,0.035416666666666666,0.03125,0.11666666666666665,0.03788366047670752,0.00410389530912849,0.2,2026,
Antoine Semenyo,Ghana,antoine semenyo,1,0.85,0,0,1,2025-03-21,39,1.0,0.02564102564102564,10.999999999999998,0.0,80.99999999999999,0.0,1.0,3209.0,0.3085073231536303,0.0,0.0,2.271735743222187,True,A. Semenyo,L,0.0497,0.0,0.034751075005475585,3.06116,1.257733923338877,0.1,0.0,0.3085073231536303,2.271735743222187,0.1161188998287601,0.004035256597502548,0.87,2026,
Ibrahim Bayesh,Iraq,ibrahim bayesh,2,1.7,0,0,2,2025-03-20,51,1.0,0.0392156862745098,,,,0.33,0.5,,0.029411764705882353,0.03333333333333333,0.03333333333333333,0.10980392156862744,False,,I,0.1548,0.0,0.08683587519662306,3.18728,1.1782434936526813,0.1,0.03333333333333333,0.029411764705882353,0.10980392156862744,0.046110107670748135,0.004004011554999937,0.19,2026,
Ali Jasim,Iraq,ali jasim,2,1.7,0,0,2,2024-06-11,51,1.0,0.0392156862745098,,,,0.33,0.5,,0.029411764705882353,0.03333333333333333,0.03333333333333333,0.10980392156862744,False,,I,0.1548,0.0,0.08683587519662306,3.18728,1.1782434936526813,0.1,0.03333333333333333,0.029411764705882353,0.10980392156862744,0.046110107670748135,0.004004011554999937,0.19,2026,
Zidane Iqbal,Iraq,zidane iqbal,2,1.7,0,0,2,2025-10-11,51,1.0,0.0392156862745098,,,,0.33,0.5,,0.029411764705882353,0.03333333333333333,0.03333333333333333,0.10980392156862744,False,,I,0.1548,0.0,0.08683587519662306,3.18728,1.1782434936526813,0.1,0.03333333333333333,0.029411764705882353,0.10980392156862744,0.046110107670748135,0.004004011554999937,0.19,2026,
Amir Al-Ammari,Iraq,amir alammari,2,1.7,1,0,2,2025-11-18,51,1.0,0.0392156862745098,,,,0.33,0.5,,0.029411764705882353,0.03333333333333333,0.03333333333333333,0.10980392156862744,False,,I,0.1548,0.0,0.08683587519662306,3.18728,1.1782434936526813,0.1,0.03333333333333333,0.029411764705882353,0.10980392156862744,0.046110107670748135,0.004004011554999937,0.19,2026,
Youssef Amyn,Iraq,youssef amyn,2,1.7,0,0,2,2024-11-19,51,1.0,0.0392156862745098,,,,0.33,0.5,,0.029411764705882353,0.03333333333333333,0.03333333333333333,0.10980392156862744,False,,I,0.1548,0.0,0.08683587519662306,3.18728,1.1782434936526813,0.1,0.03333333333333333,0.029411764705882353,0.10980392156862744,0.046110107670748135,0.004004011554999937,0.19,2026,
Iván Anderson,Panama,ivan anderson,1,1.0,0,1,1,2023-07-12,58,1.0,0.017241379310344827,,,,0.33,0.5,,0.01293103448275862,0.014655172413793103,0.014655172413793103,0.04827586206896552,False,,L,0.2269,0.0,0.14356070883857994,3.28628,1.0589693945615357,0.3,0.014655172413793103,0.01293103448275862,0.04827586206896552,0.027775022169043366,0.0039874018705951374,0.08,2026,
Ali Lajami,Saudi Arabia,ali lajami,1,0.85,0,0,1,2024-06-11,60,1.0,0.016666666666666666,,,,0.33,0.5,,0.0125,0.014166666666666666,0.014166666666666666,0.04666666666666666,False,,H,0.4044,0.0,0.23065214105091295,3.48832,1.1515226002191195,0.3,0.014166666666666666,0.0125,0.04666666666666666,0.016674225427350427,0.00384594579518395,0.09,2026,
Saleh Abu Al-Shamat,Saudi Arabia,saleh abu alshamat,1,0.85,0,0,1,2025-10-08,60,1.0,0.016666666666666666,,,,0.33,0.5,,0.0125,0.014166666666666666,0.014166666666666666,0.04666666666666666,False,,H,0.4044,0.0,0.23065214105091295,3.48832,1.1515226002191195,0.3,0.014166666666666666,0.0125,0.04666666666666666,0.016674225427350427,0.00384594579518395,0.09,2026,
Mohammed Kudus,Ghana,mohammed kudus,4,2.7,0,0,3,2025-10-12,39,1.3333333333333333,0.10256410256410256,,,,0.33,0.5,,0.07692307692307693,0.08717948717948718,0.08717948717948718,0.28717948717948716,False,,L,0.0497,0.0,0.034751075005475585,3.06116,1.257733923338877,0.1,0.08717948717948718,0.07692307692307693,0.28717948717948716,0.10879234612807186,0.0037806509803182866,0.47,2026,
Adil Boulbina,Algeria,adil boulbina,1,0.5,0,0,1,2026-01-06,52,1.0,0.019230769230769232,,,,0.33,0.5,,0.014423076923076924,0.016346153846153847,0.016346153846153847,0.05384615384615385,False,,J,0.4687,0.0002,0.27439166567754797,3.58574,1.0316819750948953,0.4,0.016346153846153847,0.014423076923076924,0.05384615384615385,0.0135808364397387,0.003726468331994242,0.1,2026,
Zineddine Belaïd,Algeria,zineddine belaid,1,0.5,0,0,1,2025-12-31,52,1.0,0.019230769230769232,,,,0.33,0.5,,0.014423076923076924,0.016346153846153847,0.016346153846153847,0.05384615384615385,False,,J,0.4687,0.0002,0.27439166567754797,3.58574,1.0316819750948953,0.4,0.016346153846153847,0.014423076923076924,0.05384615384615385,0.0135808364397387,0.003726468331994242,0.1,2026,
Montassar Talbi,Tunisia,montassar talbi,1,0.5,0,0,1,2025-12-27,49,1.0,0.02040816326530612,,,,0.33,0.5,,0.015306122448979591,0.017346938775510204,0.017346938775510204,0.057142857142857134,False,,F,0.5113,0.0,0.2539475531131155,3.6206,1.111917872858262,0.0,0.017346938775510204,0.015306122448979591,0.057142857142857134,0.014477845322978211,0.00367661339412048,0.11,2026,
Ellyes Skhiri,Tunisia,ellyes skhiri,1,0.5,0,0,1,2025-12-23,49,1.0,0.02040816326530612,,,,0.33,0.5,,0.015306122448979591,0.017346938775510204,0.017346938775510204,0.057142857142857134,False,,F,0.5113,0.0,0.2539475531131155,3.6206,1.111917872858262,0.0,0.017346938775510204,0.015306122448979591,0.057142857142857134,0.014477845322978211,0.00367661339412048,0.11,2026,
Thalente Mbatha,South Africa,thalente mbatha,1,0.85,0,0,1,2025-10-14,52,1.0,0.019230769230769232,,,,0.33,0.5,,0.014423076923076924,0.016346153846153847,0.016346153846153847,0.05384615384615385,False,,A,0.3238,0.0001,0.19199958689568017,3.40617,1.1166146263599321,0.3,0.016346153846153847,0.014423076923076924,0.05384615384615385,0.0186277114397387,0.0035765129012417657,0.1,2026,
Mohau Nkota,South Africa,mohau nkota,1,0.85,0,0,1,2025-09-05,52,1.0,0.019230769230769232,,,,0.33,0.5,,0.014423076923076924,0.016346153846153847,0.016346153846153847,0.05384615384615385,False,,A,0.3238,0.0001,0.19199958689568017,3.40617,1.1166146263599321,0.3,0.016346153846153847,0.014423076923076924,0.05384615384615385,0.0186277114397387,0.0035765129012417657,0.1,2026,
Iqraam Rayners,South Africa,iqraam rayners,1,0.85,0,0,1,2024-06-11,52,1.0,0.019230769230769232,,,,0.33,0.5,,0.014423076923076924,0.016346153846153847,0.016346153846153847,0.05384615384615385,False,,A,0.3238,0.0001,0.19199958689568017,3.40617,1.1166146263599321,0.3,0.016346153846153847,0.014423076923076924,0.05384615384615385,0.0186277114397387,0.0035765129012417657,0.1,2026,
Jayden Adams,South Africa,jayden adams,1,0.85,0,0,1,2025-03-25,52,1.0,0.019230769230769232,,,,0.33,0.5,,0.014423076923076924,0.016346153846153847,0.016346153846153847,0.05384615384615385,False,,A,0.3238,0.0001,0.19199958689568017,3.40617,1.1166146263599321,0.3,0.016346153846153847,0.014423076923076924,0.05384615384615385,0.0186277114397387,0.0035765129012417657,0.1,2026,
Khuliso Mudau,South Africa,khuliso mudau,1,0.85,0,0,1,2023-11-18,52,1.0,0.019230769230769232,,,,0.33,0.5,,0.014423076923076924,0.016346153846153847,0.016346153846153847,0.05384615384615385,False,,A,0.3238,0.0001,0.19199958689568017,3.40617,1.1166146263599321,0.3,0.016346153846153847,0.014423076923076924,0.05384615384615385,0.0186277114397387,0.0035765129012417657,0.1,2026,
Odiljon Hamrobekov,Uzbekistan,odiljon hamrobekov,1,1.0,0,1,1,2024-02-03,45,1.0,0.022222222222222223,,,,0.33,0.5,,0.016666666666666666,0.01888888888888889,0.01888888888888889,0.06222222222222222,False,,K,0.2143,0.0,0.1068322394122215,3.26508,1.1289797746441539,0.0,0.01888888888888889,0.016666666666666666,0.06222222222222222,0.03156972488276311,0.0033726644068533154,0.11,2026,
Iñaki Williams,Ghana,inaki williams,2,1.7,0,0,2,2025-03-21,39,1.0,0.05128205128205128,6.0,0.0,48.0,0.0,1.0,2653.0,0.2035431586882774,0.0,0.0,1.6283452695062193,True,I. Williams,L,0.0497,0.0,0.034751075005475585,3.06116,1.257733923338877,0.1,0.0,0.2035431586882774,1.6283452695062193,0.09565785144065486,0.0033242131702768377,0.66,2026,
Sarpreet Singh,New Zealand,sarpreet singh,2,1.7,0,0,2,2025-03-21,36,1.0,0.05555555555555555,,,,0.33,0.5,,0.041666666666666664,0.04722222222222222,0.04722222222222222,0.15555555555555553,False,,G,0.1056,0.0,0.05246639029926528,3.1284,1.2867845738147874,0.0,0.04722222222222222,0.041666666666666664,0.15555555555555553,0.058558793043810654,0.0030723684912904703,0.26,2026,
Tyler Bindon,New Zealand,tyler bindon,2,1.7,0,0,2,2025-03-21,36,1.0,0.05555555555555555,,,,0.33,0.5,,0.041666666666666664,0.04722222222222222,0.04722222222222222,0.15555555555555553,False,,G,0.1056,0.0,0.05246639029926528,3.1284,1.2867845738147874,0.0,0.04722222222222222,0.041666666666666664,0.15555555555555553,0.058558793043810654,0.0030723684912904703,0.26,2026,
Callum McCowatt,New Zealand,callum mccowatt,2,1.7,0,0,2,2024-11-18,36,1.0,0.05555555555555555,,,,0.33,0.5,,0.041666666666666664,0.04722222222222222,0.04722222222222222,0.15555555555555553,False,,G,0.1056,0.0,0.05246639029926528,3.1284,1.2867845738147874,0.0,0.04722222222222222,0.041666666666666664,0.15555555555555553,0.058558793043810654,0.0030723684912904703,0.26,2026,
Thomas Partey,Ghana,thomas partey,3,2.55,0,0,2,2025-10-08,39,1.5,0.07692307692307693,,,,0.33,0.5,,0.057692307692307696,0.06538461538461539,0.06538461538461539,0.2153846153846154,False,,L,0.0497,0.0,0.034751075005475585,3.06116,1.257733923338877,0.1,0.06538461538461539,0.057692307692307696,0.2153846153846154,0.0870945395756177,0.0030266288773596528,0.35,2026,
Alexander Djiku,Ghana,alexander djiku,3,2.2,0,0,3,2025-10-08,39,1.0,0.07692307692307693,,,,0.33,0.5,,0.057692307692307696,0.06538461538461539,0.06538461538461539,0.2153846153846154,False,,L,0.0497,0.0,0.034751075005475585,3.06116,1.257733923338877,0.1,0.06538461538461539,0.057692307692307696,0.2153846153846154,0.0820476645756177,0.002851244545691393,0.35,2026,
Tshepang Moremi,South Africa,tshepang moremi,1,0.5,0,0,1,2025-12-29,52,1.0,0.019230769230769232,,,,0.33,0.5,,0.014423076923076924,0.016346153846153847,0.016346153846153847,0.05384615384615385,False,,A,0.3238,0.0001,0.19199958689568017,3.40617,1.1166146263599321,0.3,0.016346153846153847,0.014423076923076924,0.05384615384615385,0.0135808364397387,0.00260751498612763,0.1,2026,
Thapelo Maseko,South Africa,thapelo maseko,1,0.5,0,0,1,2024-01-21,52,1.0,0.019230769230769232,,,,0.33,0.5,,0.014423076923076924,0.016346153846153847,0.016346153846153847,0.05384615384615385,False,,A,0.3238,0.0001,0.19199958689568017,3.40617,1.1166146263599321,0.3,0.016346153846153847,0.014423076923076924,0.05384615384615385,0.0135808364397387,0.00260751498612763,0.1,2026,
Rebin Sulaka,Iraq,rebin sulaka,1,1.0,0,1,1,2024-01-24,51,1.0,0.0196078431372549,,,,0.33,0.5,,0.014705882352941176,0.016666666666666666,0.016666666666666666,0.05490196078431372,False,,I,0.1548,0.0,0.08683587519662306,3.18728,1.1782434936526813,0.1,0.016666666666666666,0.014705882352941176,0.05490196078431372,0.029577935223073108,0.0025684258916045775,0.09,2026,
